time: seconds_since_epoche, state (zero_velocity/pass_through/capping), command.linear.x, command.linear.y, command.linear.z, command.angular.x, command.angular.y, command.angular.z, msg.linear.x, msg.linear.y, msg.linear.z, msg.angular.x, msg.angular.y, msg.angular.z

1642514254.07,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642514254.19,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.25,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.31,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.37,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.44,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.55,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.58,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.64,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.7,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.78,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.85,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.91,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514254.97,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514255.05,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514255.11,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
1642514255.17,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0701754385965,0.0,0.0,0.0,0.0,0.0,0.0701754385965
