time: seconds_since_epoche, state (zero_velocity/pass_through/capping), command.linear.x, command.linear.y, command.linear.z, command.angular.x, command.angular.y, command.angular.z, msg.linear.x, msg.linear.y, msg.linear.z, msg.angular.x, msg.angular.y, msg.angular.z

1643996142.2,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643996142.32,zero_velocity,0.0,0.0,0.0,0.0,0.0,-1.01274231821,0.0,0.0,0.0,0.0,0.0,-1.01274231821
1643996142.39,zero_velocity,0.0,0.0,0.0,0.0,0.0,-0.997047412442,0.0,0.0,0.0,0.0,0.0,-0.997047412442
1643996142.44,zero_velocity,0.0,0.0,0.0,0.0,0.0,-1.13216015697,0.0,0.0,0.0,0.0,0.0,-1.13216015697
1643996142.49,zero_velocity,0.0,0.0,0.0,0.0,0.0,-1.25798550405,0.0,0.0,0.0,0.0,0.0,-1.25798550405
1643996142.58,pass_through,0.496092509944,0.0,0.0,0.0,0.0,-1.57,0.496092509944,0.0,0.0,0.0,0.0,-1.57
1643996142.66,pass_through,0.497871799162,0.0,0.0,0.0,0.0,-1.57,0.497871799162,0.0,0.0,0.0,0.0,-1.57
1643996142.74,pass_through,0.749126381874,0.0,0.0,0.0,0.0,-1.57,0.749126381874,0.0,0.0,0.0,0.0,-1.57
1643996142.83,pass_through,0.806459636688,0.0,0.0,0.0,0.0,-1.57,0.806459636688,0.0,0.0,0.0,0.0,-1.57
1643996142.9,zero_velocity,0.0,0.0,0.0,0.0,0.0,-1.27236950397,0.0,0.0,0.0,0.0,0.0,-1.27236950397
1643996142.98,pass_through,0.664808294459,0.0,0.0,0.0,0.0,-1.57,0.664808294459,0.0,0.0,0.0,0.0,-1.57
1643996143.05,pass_through,0.555930161476,0.0,0.0,0.0,0.0,-1.41837850213,0.555930161476,0.0,0.0,0.0,0.0,-1.41837850213
1643996143.14,pass_through,0.826660270691,0.0,0.0,0.0,0.0,-1.57,0.826660270691,0.0,0.0,0.0,0.0,-1.57
1643996143.2,pass_through,0.848744935989,0.0,0.0,0.0,0.0,-1.57,0.848744935989,0.0,0.0,0.0,0.0,-1.57
1643996143.34,pass_through,0.783926284313,0.0,0.0,0.0,0.0,-1.57,0.783926284313,0.0,0.0,0.0,0.0,-1.57
1643996143.35,pass_through,0.913049097786,0.0,0.0,0.0,0.0,-1.57,0.913049097786,0.0,0.0,0.0,0.0,-1.57
