time: seconds_since_epoche, state (zero_velocity/pass_through/capping), command.linear.x, command.linear.y, command.linear.z, command.angular.x, command.angular.y, command.angular.z, msg.linear.x, msg.linear.y, msg.linear.z, msg.angular.x, msg.angular.y, msg.angular.z

1643998163.64,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643998163.8,zero_velocity,0.0,0.0,0.0,0.0,0.0,-0.991760069504,0.0,0.0,0.0,0.0,0.0,-0.991760069504
1643998163.82,zero_velocity,0.0,0.0,0.0,0.0,0.0,-0.986707000062,0.0,0.0,0.0,0.0,0.0,-0.986707000062
1643998163.88,zero_velocity,0.0,0.0,0.0,0.0,0.0,-1.09737087041,0.0,0.0,0.0,0.0,0.0,-1.09737087041
1643998163.97,pass_through,0.256087728813,0.0,0.0,0.0,0.0,-1.57,0.256087728813,0.0,0.0,0.0,0.0,-1.57
1643998164.06,pass_through,0.332372035049,0.0,0.0,0.0,0.0,-1.57,0.332372035049,0.0,0.0,0.0,0.0,-1.57
1643998164.14,pass_through,0.223870005012,0.0,0.0,0.0,0.0,-1.57,0.223870005012,0.0,0.0,0.0,0.0,-1.57
1643998164.23,pass_through,0.241582523584,0.0,0.0,0.0,0.0,-1.57,0.241582523584,0.0,0.0,0.0,0.0,-1.57
1643998164.34,pass_through,0.22818444252,0.0,0.0,0.0,0.0,-1.57,0.22818444252,0.0,0.0,0.0,0.0,-1.57
1643998164.38,pass_through,0.357548466921,0.0,0.0,0.0,0.0,-1.57,0.357548466921,0.0,0.0,0.0,0.0,-1.57
1643998164.45,pass_through,0.356596848965,0.0,0.0,0.0,0.0,-1.57,0.356596848965,0.0,0.0,0.0,0.0,-1.57
1643998164.54,pass_through,0.357615194321,0.0,0.0,0.0,0.0,-1.57,0.357615194321,0.0,0.0,0.0,0.0,-1.57
1643998164.6,pass_through,0.400799665451,0.0,0.0,0.0,0.0,-1.57,0.400799665451,0.0,0.0,0.0,0.0,-1.57
1643998164.68,pass_through,0.556790348291,0.0,0.0,0.0,0.0,-1.57,0.556790348291,0.0,0.0,0.0,0.0,-1.57
1643998164.75,pass_through,0.754216928482,0.0,0.0,0.0,0.0,-1.57,0.754216928482,0.0,0.0,0.0,0.0,-1.57
1643998164.88,pass_through,0.99223664403,0.0,0.0,0.0,0.0,-1.57,0.99223664403,0.0,0.0,0.0,0.0,-1.57
1643998164.92,pass_through,1.12641882896,0.0,0.0,0.0,0.0,-1.57,1.12641882896,0.0,0.0,0.0,0.0,-1.57
1643998165.0,pass_through,1.37178879976,0.0,0.0,0.0,0.0,-1.57,1.37178879976,0.0,0.0,0.0,0.0,-1.57
1643998165.05,pass_through,1.50054824352,0.0,0.0,0.0,0.0,-1.57,1.50054824352,0.0,0.0,0.0,0.0,-1.57
1643998165.13,pass_through,1.78084599972,0.0,0.0,0.0,0.0,-1.57,1.78084599972,0.0,0.0,0.0,0.0,-1.57
1643998165.21,pass_through,1.86165589086,0.0,0.0,0.0,0.0,-1.50411635374,1.86165589086,0.0,0.0,0.0,0.0,-1.50411635374
1643998165.44,pass_through,1.86038547375,0.0,0.0,0.0,0.0,-1.47678204562,1.86038547375,0.0,0.0,0.0,0.0,-1.47678204562
1643998165.44,pass_through,1.85394755412,0.0,0.0,0.0,0.0,-1.41367695457,1.85394755412,0.0,0.0,0.0,0.0,-1.41367695457
1643998165.46,pass_through,1.84691856263,0.0,0.0,0.0,0.0,-1.2933960759,1.84691856263,0.0,0.0,0.0,0.0,-1.2933960759
1643998165.54,pass_through,1.83232782432,0.0,0.0,0.0,0.0,-1.26722621717,1.83232782432,0.0,0.0,0.0,0.0,-1.26722621717
1643998165.61,pass_through,1.81969103957,0.0,0.0,0.0,0.0,-1.17674602634,1.81969103957,0.0,0.0,0.0,0.0,-1.17674602634
1643998165.7,pass_through,1.79725358946,0.0,0.0,0.0,0.0,-1.07587540376,1.79725358946,0.0,0.0,0.0,0.0,-1.07587540376
1643998165.77,pass_through,1.78018859875,0.0,0.0,0.0,0.0,-0.985231103395,1.78018859875,0.0,0.0,0.0,0.0,-0.985231103395
1643998165.93,pass_through,1.75204592486,0.0,0.0,0.0,0.0,-0.98973475657,1.75204592486,0.0,0.0,0.0,0.0,-0.98973475657
1643998165.94,pass_through,1.73195226902,0.0,0.0,0.0,0.0,-0.990541066621,1.73195226902,0.0,0.0,0.0,0.0,-0.990541066621
1643998166.01,pass_through,1.69977110789,0.0,0.0,0.0,0.0,-0.871654190766,1.69977110789,0.0,0.0,0.0,0.0,-0.871654190766
1643998166.07,pass_through,1.67747128228,0.0,0.0,0.0,0.0,-0.841598306706,1.67747128228,0.0,0.0,0.0,0.0,-0.841598306706
1643998166.13,pass_through,1.64301232799,0.0,0.0,0.0,0.0,-0.844133094988,1.64301232799,0.0,0.0,0.0,0.0,-0.844133094988
1643998166.21,pass_through,1.61948526092,0.0,0.0,0.0,0.0,-0.758655475817,1.61948526092,0.0,0.0,0.0,0.0,-0.758655475817
1643998166.27,pass_through,1.58318079681,0.0,0.0,0.0,0.0,-0.693859865289,1.58318079681,0.0,0.0,0.0,0.0,-0.693859865289
1643998166.37,pass_through,1.55868946512,0.0,0.0,0.0,0.0,-0.696363721898,1.55868946512,0.0,0.0,0.0,0.0,-0.696363721898
1643998166.46,pass_through,1.52150859602,0.0,0.0,0.0,0.0,-0.644913538381,1.52150859602,0.0,0.0,0.0,0.0,-0.644913538381
1643998166.57,pass_through,1.49655091143,0.0,0.0,0.0,0.0,-0.606613346903,1.49655091143,0.0,0.0,0.0,0.0,-0.606613346903
1643998166.63,pass_through,1.45895569835,0.0,0.0,0.0,0.0,-0.560289652599,1.45895569835,0.0,0.0,0.0,0.0,-0.560289652599
1643998166.69,pass_through,1.43386425819,0.0,0.0,0.0,0.0,-0.559414674859,1.43386425819,0.0,0.0,0.0,0.0,-0.559414674859
1643998166.79,pass_through,1.39681996994,0.0,0.0,0.0,0.0,-0.505415969648,1.39681996994,0.0,0.0,0.0,0.0,-0.505415969648
1643998166.83,pass_through,1.37190684558,0.0,0.0,0.0,0.0,-0.56459233033,1.37190684558,0.0,0.0,0.0,0.0,-0.56459233033
1643998166.91,pass_through,1.33506305351,0.0,0.0,0.0,0.0,-0.499517352832,1.33506305351,0.0,0.0,0.0,0.0,-0.499517352832
1643998166.98,pass_through,1.31083363666,0.0,0.0,0.0,0.0,-0.508749472342,1.31083363666,0.0,0.0,0.0,0.0,-0.508749472342
1643998167.14,pass_through,1.27477064046,0.0,0.0,0.0,0.0,-0.449947306482,1.27477064046,0.0,0.0,0.0,0.0,-0.449947306482
1643998167.14,pass_through,1.25122714578,0.0,0.0,0.0,0.0,-0.445539787694,1.25122714578,0.0,0.0,0.0,0.0,-0.445539787694
1643998167.22,pass_through,1.21519170339,0.0,0.0,0.0,0.0,-0.421138278748,1.21519170339,0.0,0.0,0.0,0.0,-0.421138278748
