time: seconds_since_epoche, state (zero_velocity/pass_through/capping), command.linear.x, command.linear.y, command.linear.z, command.angular.x, command.angular.y, command.angular.z, msg.linear.x, msg.linear.y, msg.linear.z, msg.angular.x, msg.angular.y, msg.angular.z

1643998092.63,zero_velocity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643998092.72,zero_velocity,0.0,0.0,0.0,0.0,0.0,-0.995433564298,0.0,0.0,0.0,0.0,0.0,-0.995433564298
1643998092.8,zero_velocity,0.0,0.0,0.0,0.0,0.0,-1.16768139601,0.0,0.0,0.0,0.0,0.0,-1.16768139601
1643998092.87,pass_through,0.502488063881,0.0,0.0,0.0,0.0,-1.57,0.502488063881,0.0,0.0,0.0,0.0,-1.57
1643998092.95,pass_through,0.506058672909,0.0,0.0,0.0,0.0,-1.57,0.506058672909,0.0,0.0,0.0,0.0,-1.57
1643998093.07,pass_through,0.943193644285,0.0,0.0,0.0,0.0,-1.57,0.943193644285,0.0,0.0,0.0,0.0,-1.57
1643998093.12,pass_through,0.948699325323,0.0,0.0,0.0,0.0,-1.57,0.948699325323,0.0,0.0,0.0,0.0,-1.57
1643998093.22,pass_through,1.13615238667,0.0,0.0,0.0,0.0,-1.57,1.13615238667,0.0,0.0,0.0,0.0,-1.57
1643998093.27,pass_through,1.42491304874,0.0,0.0,0.0,0.0,-1.57,1.42491304874,0.0,0.0,0.0,0.0,-1.57
1643998093.35,pass_through,1.43574470282,0.0,0.0,0.0,0.0,-1.57,1.43574470282,0.0,0.0,0.0,0.0,-1.57
1643998093.42,pass_through,1.81489372253,0.0,0.0,0.0,0.0,-1.57,1.81489372253,0.0,0.0,0.0,0.0,-1.57
1643998093.5,pass_through,1.93769168854,0.0,0.0,0.0,0.0,-1.57,1.93769168854,0.0,0.0,0.0,0.0,-1.57
1643998093.61,pass_through,2.0,0.0,0.0,0.0,0.0,-1.57,2.0,0.0,0.0,0.0,0.0,-1.57
1643998093.65,pass_through,2.0,0.0,0.0,0.0,0.0,-1.5321785593,2.0,0.0,0.0,0.0,0.0,-1.5321785593
1643998093.78,pass_through,2.0,0.0,0.0,0.0,0.0,-1.45006670149,2.0,0.0,0.0,0.0,0.0,-1.45006670149
1643998093.84,pass_through,2.0,0.0,0.0,0.0,0.0,-1.42875934249,2.0,0.0,0.0,0.0,0.0,-1.42875934249
1643998093.9,pass_through,2.0,0.0,0.0,0.0,0.0,-1.39900856244,2.0,0.0,0.0,0.0,0.0,-1.39900856244
1643998093.96,pass_through,2.0,0.0,0.0,0.0,0.0,-1.3691516826,2.0,0.0,0.0,0.0,0.0,-1.3691516826
1643998094.07,pass_through,2.0,0.0,0.0,0.0,0.0,-1.19494811711,2.0,0.0,0.0,0.0,0.0,-1.19494811711
1643998094.1,pass_through,2.0,0.0,0.0,0.0,0.0,-1.1709216542,2.0,0.0,0.0,0.0,0.0,-1.1709216542
1643998094.16,pass_through,2.0,0.0,0.0,0.0,0.0,-1.12789110786,2.0,0.0,0.0,0.0,0.0,-1.12789110786
1643998094.25,pass_through,2.0,0.0,0.0,0.0,0.0,-1.09030436441,2.0,0.0,0.0,0.0,0.0,-1.09030436441
1643998094.34,pass_through,2.0,0.0,0.0,0.0,0.0,-1.01076370741,2.0,0.0,0.0,0.0,0.0,-1.01076370741
1643998094.39,pass_through,2.0,0.0,0.0,0.0,0.0,-0.955316847751,2.0,0.0,0.0,0.0,0.0,-0.955316847751
1643998094.47,pass_through,1.99907875952,0.0,0.0,0.0,0.0,-0.971562984617,1.99907875952,0.0,0.0,0.0,0.0,-0.971562984617
1643998094.65,pass_through,1.96544619794,0.0,0.0,0.0,0.0,-0.918022024255,1.96544619794,0.0,0.0,0.0,0.0,-0.918022024255
1643998094.66,pass_through,1.94151734131,0.0,0.0,0.0,0.0,-0.885905689189,1.94151734131,0.0,0.0,0.0,0.0,-0.885905689189
1643998094.71,pass_through,1.90340955032,0.0,0.0,0.0,0.0,-0.82770506909,1.90340955032,0.0,0.0,0.0,0.0,-0.82770506909
